cohort,question_id,participant_id,source_video_id,category,question_type,dense_correct_answer_log_probability,adaptive_correct_answer_log_probability,random_correct_answer_log_probability,uniform_correct_answer_log_probability,adaptive_minus_dense_correct_answer_log_probability,adaptive_minus_random_correct_answer_log_probability,adaptive_minus_uniform_correct_answer_log_probability,dense_answer_margin,adaptive_answer_margin,random_answer_margin,uniform_answer_margin,adaptive_minus_dense_answer_margin,adaptive_minus_random_answer_margin,adaptive_minus_uniform_answer_margin,dense_predicted_idx,adaptive_predicted_idx,random_predicted_idx,uniform_predicted_idx,adaptive_prediction_changed,adaptive_correct,dense_correct,correctness_change,mean_anchor_native_temporal_entropy,mean_native_retained_target_layer_mass,mean_native_oracle_top50_target_layer_mass,mean_reuse_efficiency,mean_native_source_target_top2_jaccard,mean_native_source_target_spearman,mean_normalized_temporal_coverage_span,mean_distance_from_anchor_descriptive_only,mean_descriptive_eight_bin_anchor_entropy,mean_descriptive_eight_bin_retained_mass,mean_descriptive_eight_bin_top4_oracle_mass,fraction_adjacent_selections,fraction_contains_first_unit,fraction_contains_last_unit
heldout,gaze_interaction_anticipation_82,P07,P07-20240529-102652,gaze,gaze_interaction_anticipation,-3.573626969395802,-3.327562092841063,-3.6750269986569566,-3.2344184545792958,0.24606487655473863,0.3474649058158934,-0.09314363826176741,-3.375,-3.0,-3.5,-2.875,0.375,0.5,-0.125,2,2,2,2,False,False,False,0,0.9756232766188571,0.5971897073866853,0.6101915352373878,0.9777429157277545,0.7777777777777778,0.8666666666666667,0.5,2.0,0.9837488510762512,0.5971897073832345,0.6101915352338805,1.0,0.8,0.0
heldout,gaze_interaction_anticipation_930,P05,P05-20240427-145526,gaze,gaze_interaction_anticipation,-1.7536960246022018,-2.6864800875326464,-1.0427418355039328,-0.3480331251765855,-0.9327840629304447,-1.6437382520287136,-2.338446962356061,-0.625,-2.25,-0.125,1.875,-1.625,-2.125,-4.125,1,1,1,0,False,False,False,0,0.9885155810831294,0.530001336046964,0.5790283539573431,0.915817901491053,0.4666666666666666,0.5866666666666667,0.65,2.0,0.9923437207190052,0.5300013360438635,0.5790283539539458,0.4,0.8,0.2
heldout,gaze_interaction_anticipation_967,P03,P03-20240217-210126,gaze,gaze_interaction_anticipation,-1.8663893623289725,-1.246180295775838,-2.00013143592306,-1.4773348143167095,0.6202090665531343,0.7539511401472219,0.23115451854087143,-1.0,-0.25,-1.0,-0.375,0.75,0.75,0.125,0,0,0,3,False,False,False,0,0.9540587229882053,0.646347600847389,0.6546832573490294,0.9873070051199915,0.9111111111111111,0.8933333333333334,1.0,2.0,0.9693724819892058,0.6463476008435228,0.6546832573451143,0.0,1.0,1.0
heldout,ingredient_ingredient_adding_localization_0,P03,P03-20240217-192543,ingredient,ingredient_ingredient_adding_localization,-1.2426715768329006,-1.003673203356727,-1.3140673030284364,-1.003673203356727,0.2389983734761736,0.3103940996717094,0.0,-0.125,-0.25,-0.5,-0.25,-0.125,0.25,0.0,4,4,4,4,False,False,False,0,0.9823418304179158,0.586545967184095,0.59330472692094,0.9882089147615536,0.8222222222222223,0.9066666666666667,0.5,2.0,0.9882278869422603,0.5865459671804581,0.5933047269172573,1.0,1.0,0.0
heldout,ingredient_ingredient_adding_localization_13,P08,P08-20240614-184945,ingredient,ingredient_ingredient_adding_localization,-1.7124717084852517,-1.6824273444551836,-1.7369452580168432,-1.8780066082439748,0.03004436403006805,0.05451791356165958,0.1955792637887912,-0.75,-1.0,-0.75,-1.25,-0.25,-0.25,0.25,2,2,2,2,False,False,False,0,0.9521862917619597,0.6128173952323285,0.6248674466588461,0.9800889605811923,0.6888888888888888,0.8933333333333333,0.9,2.0,0.9681241945049951,0.6128173952284237,0.6248674466548735,0.2,0.8,1.0
heldout,ingredient_ingredient_adding_localization_16,P09,P09-20240623-120359,ingredient,ingredient_ingredient_adding_localization,-2.2716577223012715,-1.898401571553057,-1.8303255132207479,-1.9003994706383858,0.3732561507482144,-0.06807605833230923,0.0019978990853286582,-1.75,-1.125,-1.125,-1.125,0.625,0.0,0.0,3,3,3,3,False,False,False,0,0.9825609147914194,0.5586673989491413,0.5827549734909405,0.9590377593637884,0.6,0.6400000000000001,0.85,2.0,0.9883739431906863,0.5586673989448762,0.582754973486474,0.0,0.4,1.0
heldout,ingredient_ingredient_adding_localization_17,P08,P08-20240614-085000,ingredient,ingredient_ingredient_adding_localization,-0.8597018888335373,-0.986902074789967,-1.0115560225374978,-1.0050300047681442,-0.1272001859564298,0.024653947747530713,0.018127929978177137,0.0,-0.125,-0.125,-0.125,-0.125,0.0,0.0,1,4,4,4,True,False,True,-1,0.9672437465216323,0.5994827160049686,0.6079397109081895,0.9864140453416773,0.8222222222222223,0.7733333333333333,0.8,2.0,0.9781624976783001,0.5994827160015029,0.6079397109046881,0.4,1.0,0.6
heldout,ingredient_ingredient_adding_localization_74,P08,P08-20240617-130401,ingredient,ingredient_ingredient_adding_localization,-2.42348798726247,-2.2269461608757237,-2.301076846662304,-2.4337744523880094,0.19654182638674644,0.07413068578658022,0.20682829151228566,-1.875,-1.625,-1.75,-1.625,0.25,0.125,0.0,3,3,3,3,False,False,False,0,0.9386985568861006,0.6461319601860408,0.6611071845226342,0.9761566146591666,0.8222222222222223,0.8,1.0,2.0,0.9591323712544909,0.6461319601821027,0.6611071845186001,0.0,1.0,1.0
heldout,ingredient_ingredient_adding_localization_94,P08,P08-20240613-123547,ingredient,ingredient_ingredient_adding_localization,-2.285805089142051,-1.956459161396711,-2.126368288237196,-2.068121059338363,0.3293459277453399,0.1699091268404851,0.11166189794165216,-1.0,-0.625,-0.875,-0.75,0.375,0.25,0.125,4,4,4,4,False,False,False,0,0.9695785331470942,0.6073646910027947,0.6109888290771137,0.9938120190126472,0.9111111111111111,0.8133333333333336,0.9,2.0,0.9797190220954796,0.6073646909993516,0.6109888290736464,0.2,1.0,0.8
heldout,ingredient_ingredient_weight_14,P06,P06-20240510-115307,ingredient,ingredient_ingredient_weight,-0.8249839985047952,-0.9660167694889089,-0.745635696792731,-1.1420369355327955,-0.1410327709841137,-0.2203810726961779,0.1760201660438866,0.25,0.0,0.375,-0.125,-0.25,-0.375,0.125,0,2,0,2,True,False,True,-1,0.9737828788831876,0.5913088240537482,0.5930801788010936,0.9969960430334355,0.9111111111111112,0.8666666666666669,0.7,2.0,0.9825219192526065,0.5913088240503412,0.5930801787976743,0.2,1.0,0.0
heldout,ingredient_ingredient_weight_2,P07,P07-20240531-201703,ingredient,ingredient_ingredient_weight,-0.6062847255931387,-0.5568453961614778,-0.6910375701640158,-0.5513770079420842,0.04943932943166096,0.13419217400253802,-0.00546838821939355,0.875,1.0,0.75,1.0,0.125,0.25,0.0,3,3,3,3,False,True,True,0,0.9777588763023914,0.5832870196207585,0.5958475662242441,0.978593204371448,0.7777777777777779,0.68,0.5,2.0,0.9851725841992606,0.5832870196180558,0.5958475662214792,1.0,0.8,0.0
heldout,ingredient_ingredient_weight_38,P06,P06-20240511-102207,ingredient,ingredient_ingredient_weight,-2.139251077464647,-2.0823977721616433,-2.035841185245854,-2.0823977721616433,0.05685330530300359,-0.046556586915789566,0.0,-0.75,-0.75,-0.75,-0.75,0.0,0.0,0.0,3,0,3,0,True,False,False,0,0.962094579441249,0.620172210429611,0.620172210429611,1.0,1.0,0.8533333333333334,0.5,2.0,0.9747297196250896,0.6201722104265355,0.6201722104265356,1.0,1.0,0.0
heldout,ingredient_ingredient_weight_42,P07,P07-20240529-134410,ingredient,ingredient_ingredient_weight,-1.030584465357692,-1.3312396922115086,-1.3579111817664318,-1.433160151186214,-0.3006552268538165,0.026671489554923156,0.10192045897470536,0.125,-0.375,-0.25,-0.25,-0.5,-0.125,-0.125,0,3,3,3,True,False,True,-1,0.972316381906806,0.6027372558061805,0.6071143558512065,0.9925422749361515,0.8666666666666667,0.6799999999999999,0.8,2.0,0.9815442546021377,0.6027372558032605,0.6071143558482663,0.4,1.0,0.6
heldout,object_motion_object_movement_itinerary_207,P04,P04-20240414-170520,object_motion,object_motion_object_movement_itinerary,-0.9617477763849925,-1.1869070438908207,-0.8382860575535366,-1.2102891456756544,-0.22515926750582815,-0.3486209863372841,0.023382101784833687,0.375,0.0,0.875,0.0,-0.375,-0.875,0.0,1,2,1,1,True,False,True,-1,0.9870846268942961,0.5561530611882327,0.5803626647004285,0.9582343320316574,0.5999999999999999,0.47999999999999987,0.7,2.0,0.9913897512597288,0.5561530611849439,0.5803626646969733,0.6,1.0,0.4
heldout,object_motion_object_movement_itinerary_282,P07,P07-20240530-102543,object_motion,object_motion_object_movement_itinerary,-1.5617461271129445,-1.7412974835800124,-1.9137242310465443,-1.606437172913923,-0.17955135646706788,0.17242674746653197,-0.13486031066608928,-0.25,-0.5,-0.75,-0.25,-0.25,0.25,-0.25,3,1,1,3,True,False,False,0,0.9505710225616242,0.6107962889626392,0.6246678119502411,0.9775997321155303,0.7777777777777778,0.7733333333333334,0.9,2.0,0.9670473483713767,0.6107962889588342,0.6246678119463417,0.2,0.8,1.0
heldout,object_motion_object_movement_itinerary_285,P04,P04-20240414-162242,object_motion,object_motion_object_movement_itinerary,-1.386529093983389,-1.3192022580262892,-1.34103136908712,-1.3554560926543857,0.06732683595709976,0.021829111060830853,0.036253834628096504,-0.125,0.0,0.0,-0.25,0.125,0.0,0.25,0,1,3,0,True,True,False,1,0.9921955320497642,0.5291446679244813,0.554695312741869,0.9527205913704896,0.5333333333333332,0.18666666666666668,0.55,2.0,0.9947970213633187,0.5291446679212854,0.5546953127385095,0.8,0.4,0.6
heldout,object_motion_object_movement_itinerary_311,P01,P01-20240202-171220,object_motion,object_motion_object_movement_itinerary,-0.9505591863123156,-1.1802881779830585,-1.125410602963409,-1.119241639015412,-0.2297289916707429,-0.054877575019649516,-0.061046538967646446,0.5,0.125,0.25,0.375,-0.375,-0.125,-0.25,2,2,2,2,False,True,True,0,0.9911633610282762,0.5300617631995581,0.5687745438850688,0.9320440296141906,0.6444444444444445,0.32,0.55,2.0,0.9941089073484198,0.5300617631958698,0.5687745438810937,0.8,0.6,0.4
heldout,object_motion_object_movement_itinerary_316,P06,P06-20240510-090328,object_motion,object_motion_object_movement_itinerary,-1.9278227931405896,-2.0109097911783276,-2.0179476939529177,-2.024701404644245,-0.083086998037738,0.0070379027745901546,0.013791613465917507,-0.75,-0.875,-0.875,-1.125,-0.125,0.0,0.25,0,0,0,1,False,False,False,0,0.9718270143089566,0.5605397095097963,0.5895789351319495,0.9497433349342056,0.5555555555555555,0.4133333333333333,0.7,2.0,0.9812180095360697,0.5605397095063258,0.5895789351282763,0.4,0.4,0.8
heldout,object_motion_object_movement_itinerary_367,P03,P03-20240218-140054,object_motion,object_motion_object_movement_itinerary,-0.9008438033978516,-0.832575217221561,-1.2125210735001328,-0.8135850190701259,0.06826858617629061,0.3799458562785718,-0.0189901981514351,0.5,0.375,0.25,0.375,-0.125,0.125,0.0,4,4,4,4,False,True,True,0,0.9692967720283943,0.5665284886505911,0.6131102106003516,0.9234621759704722,0.5333333333333332,0.4800000000000001,0.6,2.0,0.9795311813489499,0.5665284886470476,0.6131102105965157,0.8,0.6,0.6
heldout,object_motion_object_movement_itinerary_477,P02,P02-20240211-115653,object_motion,object_motion_object_movement_itinerary,-3.60423752848098,-3.407775660561949,-3.6701354823801653,-3.7629199537103135,0.19646186791903064,0.26235982181821615,0.3551442931483644,-3.125,-2.875,-3.125,-3.25,0.25,0.25,0.375,4,4,4,4,False,False,False,0,0.9716468012080786,0.5640115017016488,0.5972462339079979,0.9437400834707883,0.5999999999999999,0.7066666666666669,0.7,2.0,0.9810978674689312,0.5640115016982723,0.5972462339044161,0.4,0.6,0.6
heldout,object_motion_object_movement_itinerary_55,P01,P01-20240204-130448,object_motion,object_motion_object_movement_itinerary,-1.9505176425547202,-1.8932658531156281,-2.3035295430971,-2.759068805987314,0.05725178943909204,0.4102636899814718,0.8658029528716857,-1.375,-1.125,-1.5,-1.875,0.25,0.375,0.75,4,4,4,4,False,False,False,0,0.9627582047243862,0.6242229151032408,0.6291852643916548,0.9917456625370545,0.9111111111111112,0.8133333333333332,0.9,2.0,0.9751721364794371,0.6242229150990497,0.6291852643874217,0.2,1.0,0.8
heldout,object_motion_object_movement_itinerary_87,P04,P04-20240413-145245,object_motion,object_motion_object_movement_itinerary,-1.4690994238609707,-1.5566042253698924,-1.0109280874327191,-1.566953749703864,-0.0875048015089217,-0.5456761379371733,0.010349524333971516,-0.25,-0.375,0.625,-0.375,-0.125,-1.0,0.0,0,3,4,3,True,False,False,0,0.98112366525192,0.5997148597786786,0.6056160492907253,0.9891077558886515,0.8666666666666667,0.7866666666666668,0.65,2.0,0.9874157768313688,0.5997148597748782,0.6056160492868828,0.4,1.0,0.0
