question_id,condition_label,condition,category,question_type,source_video_id,participant_id,dense_correct_choice_log_probability,routed_correct_choice_log_probability,delta_correct_choice_log_probability,dense_correct_vs_best_incorrect_margin,routed_correct_vs_best_incorrect_margin,delta_answer_margin,dense_predicted_idx,routed_predicted_idx,dense_correct,routed_correct,prediction_changed,generated_answer_correctness,retained_token_fraction,instrumentation_runtime_seconds,runtime_label
gaze_interaction_anticipation_468,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P08-20240614-132938,P08,-0.540500815353223,-1.0213139117818817,-0.48081309642865866,0.875,0.25,-0.625,3,3,True,True,False,True,0.5,14.676586151123047,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_487,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P02-20240211-104948,P02,-3.776817944010259,-2.7769096664609565,0.9999082775493027,-3.0,-1.875,1.125,2,2,False,False,False,False,0.5,14.666119813919067,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_487,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P02-20240211-104948,P02,-3.776817944010259,-3.478721670868958,0.29809627314130127,-3.0,-2.75,0.25,2,3,False,False,True,False,0.5,14.736058712005615,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_487,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P02-20240211-104948,P02,-3.776817944010259,-3.0752812234816425,0.7015367205286167,-3.0,-2.25,0.75,2,3,False,False,True,False,0.5,14.81270146369934,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_537,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240414-181030,P04,-2.549378451005345,-2.789795728712561,-0.24041727770721621,-1.875,-2.125,-0.25,2,2,False,False,False,False,0.5,14.554217338562012,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_537,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240414-181030,P04,-2.549378451005345,-1.9479777474681579,0.6014007035371871,-1.875,-1.0,0.875,2,2,False,False,False,False,0.5,14.57663607597351,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_537,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240414-181030,P04,-2.549378451005345,-2.1608552977606252,0.38852315324471975,-1.875,-1.25,0.625,2,2,False,False,False,False,0.5,14.804030895233154,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_633,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P06-20240510-094438,P06,-2.6782756837927715,-2.8837633175660238,-0.2054876337732523,-1.875,-2.0,-0.125,2,2,False,False,False,False,0.5,14.380995273590088,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_633,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P06-20240510-094438,P06,-2.6782756837927715,-1.9288594246365913,0.7494162591561802,-1.875,-1.125,0.75,2,2,False,False,False,False,0.5,14.586203813552856,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_633,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P06-20240510-094438,P06,-2.6782756837927715,-2.374872565112193,0.30340311868057857,-1.875,-1.75,0.125,2,2,False,False,False,False,0.5,14.668848276138306,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_751,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P01-20240203-150506,P01,-1.8185518672094667,-1.8408151236715695,-0.02226325646210281,-0.625,-0.875,-0.25,3,0,False,False,True,False,0.5,14.476761102676392,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_751,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P01-20240203-150506,P01,-1.8185518672094667,-1.9924585153607994,-0.17390664815133272,-0.625,-0.75,-0.125,3,4,False,False,True,False,0.5,14.721140623092651,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_751,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P01-20240203-150506,P01,-1.8185518672094667,-1.6181216519583823,0.2004302152510844,-0.625,-0.625,0.0,3,4,False,False,True,False,0.5,14.757421731948853,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_82,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P07-20240529-102652,P07,-3.573626969395802,-3.327562092841063,0.24606487655473863,-3.375,-3.0,0.375,2,2,False,False,False,False,0.5,14.48683476448059,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_82,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P07-20240529-102652,P07,-3.573626969395802,-3.6750269986569566,-0.10140002926115477,-3.375,-3.5,-0.125,2,2,False,False,False,False,0.5,14.641576766967773,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_82,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P07-20240529-102652,P07,-3.573626969395802,-3.2344184545792958,0.33920851481650605,-3.375,-2.875,0.5,2,2,False,False,False,False,0.5,14.595886945724487,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_930,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P05-20240427-145526,P05,-1.7536960246022018,-2.6864800875326464,-0.9327840629304447,-0.625,-2.25,-1.625,1,1,False,False,False,False,0.5,17.1178457736969,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_930,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P05-20240427-145526,P05,-1.7536960246022018,-1.0427418355039328,0.7109541890982689,-0.625,-0.125,0.5,1,1,False,False,False,False,0.5,14.555374145507812,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_930,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P05-20240427-145526,P05,-1.7536960246022018,-0.3480331251765855,1.4056628994256162,-0.625,1.875,2.5,1,0,False,True,True,True,0.5,14.552450895309448,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_967,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-210126,P03,-1.8663893623289725,-1.246180295775838,0.6202090665531343,-1.0,-0.25,0.75,0,0,False,False,False,False,0.5,14.702874183654785,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_967,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-210126,P03,-1.8663893623289725,-2.00013143592306,-0.13374207359408752,-1.0,-1.0,0.0,0,0,False,False,False,False,0.5,14.39056944847107,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_967,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-210126,P03,-1.8663893623289725,-1.4773348143167095,0.3890545480122629,-1.0,-0.375,0.625,0,3,False,False,True,False,0.5,14.70589542388916,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_0,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P03-20240217-192543,P03,-1.2426715768329006,-1.003673203356727,0.2389983734761736,-0.125,-0.25,-0.125,4,4,False,False,False,False,0.5,15.429551839828491,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_0,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P03-20240217-192543,P03,-1.2426715768329006,-1.3140673030284364,-0.0713957261955358,-0.125,-0.5,-0.375,4,4,False,False,False,False,0.5,15.400739192962646,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_0,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P03-20240217-192543,P03,-1.2426715768329006,-1.003673203356727,0.2389983734761736,-0.125,-0.25,-0.125,4,4,False,False,False,False,0.5,15.367940187454224,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_13,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-184945,P08,-1.7124717084852517,-1.6824273444551836,0.03004436403006805,-0.75,-1.0,-0.25,2,2,False,False,False,False,0.5,15.207573413848877,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_13,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-184945,P08,-1.7124717084852517,-1.7369452580168432,-0.024473549531591532,-0.75,-0.75,0.0,2,2,False,False,False,False,0.5,15.260090351104736,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_13,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-184945,P08,-1.7124717084852517,-1.8780066082439748,-0.16553489975872315,-0.75,-1.25,-0.5,2,2,False,False,False,False,0.5,15.33445930480957,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_16,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P09-20240623-120359,P09,-2.2716577223012715,-1.898401571553057,0.3732561507482144,-1.75,-1.125,0.625,3,3,False,False,False,False,0.5,15.252485990524292,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_16,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P09-20240623-120359,P09,-2.2716577223012715,-1.8303255132207479,0.4413322090805236,-1.75,-1.125,0.625,3,3,False,False,False,False,0.5,15.352019786834717,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_16,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P09-20240623-120359,P09,-2.2716577223012715,-1.9003994706383858,0.37125825166288573,-1.75,-1.125,0.625,3,3,False,False,False,False,0.5,15.39661979675293,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_17,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-085000,P08,-0.8597018888335373,-0.986902074789967,-0.1272001859564298,0.0,-0.125,-0.125,1,4,True,False,True,False,0.5,15.296008586883545,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_17,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-085000,P08,-0.8597018888335373,-1.0115560225374978,-0.1518541337039605,0.0,-0.125,-0.125,1,4,True,False,True,False,0.5,15.294610261917114,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_17,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240614-085000,P08,-0.8597018888335373,-1.0050300047681442,-0.14532811593460693,0.0,-0.125,-0.125,1,4,True,False,True,False,0.5,15.517392873764038,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_74,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240617-130401,P08,-2.42348798726247,-2.2269461608757237,0.19654182638674644,-1.875,-1.625,0.25,3,3,False,False,False,False,0.5,15.239552021026611,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_74,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240617-130401,P08,-2.42348798726247,-2.301076846662304,0.12241114060016622,-1.875,-1.75,0.125,3,3,False,False,False,False,0.5,15.285834312438965,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_74,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240617-130401,P08,-2.42348798726247,-2.4337744523880094,-0.010286465125539213,-1.875,-1.625,0.25,3,3,False,False,False,False,0.5,15.34942626953125,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_94,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240613-123547,P08,-2.285805089142051,-1.956459161396711,0.3293459277453399,-1.0,-0.625,0.375,4,4,False,False,False,False,0.5,15.265113592147827,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_94,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240613-123547,P08,-2.285805089142051,-2.126368288237196,0.1594368009048548,-1.0,-0.875,0.125,4,4,False,False,False,False,0.5,15.15803575515747,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_adding_localization_94,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_adding_localization,P08-20240613-123547,P08,-2.285805089142051,-2.068121059338363,0.21768402980368773,-1.0,-0.75,0.25,4,4,False,False,False,False,0.5,15.262498617172241,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_14,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240510-115307,P06,-0.8249839985047952,-0.9660167694889089,-0.1410327709841137,0.25,0.0,-0.25,0,2,True,False,True,False,0.5,14.743633270263672,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_14,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240510-115307,P06,-0.8249839985047952,-0.745635696792731,0.0793483017120642,0.25,0.375,0.125,0,0,True,True,False,True,0.5,14.61034083366394,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_14,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240510-115307,P06,-0.8249839985047952,-1.1420369355327955,-0.3170529370280003,0.25,-0.125,-0.375,0,2,True,False,True,False,0.5,14.642358541488647,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_2,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240531-201703,P07,-0.6062847255931387,-0.5568453961614778,0.04943932943166096,0.875,1.0,0.125,3,3,True,True,False,True,0.5,14.697476387023926,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_2,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240531-201703,P07,-0.6062847255931387,-0.6910375701640158,-0.08475284457087706,0.875,0.75,-0.125,3,3,True,True,False,True,0.5,14.747580289840698,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_2,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240531-201703,P07,-0.6062847255931387,-0.5513770079420842,0.05490771765105451,0.875,1.0,0.125,3,3,True,True,False,True,0.5,14.656049013137817,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_38,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240511-102207,P06,-2.139251077464647,-2.0823977721616433,0.05685330530300359,-0.75,-0.75,0.0,3,0,False,False,True,False,0.5,14.703518390655518,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_38,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240511-102207,P06,-2.139251077464647,-2.035841185245854,0.10340989221879315,-0.75,-0.75,0.0,3,3,False,False,False,False,0.5,14.63963532447815,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_38,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P06-20240511-102207,P06,-2.139251077464647,-2.0823977721616433,0.05685330530300359,-0.75,-0.75,0.0,3,0,False,False,True,False,0.5,14.685486555099487,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_42,adaptive,route_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240529-134410,P07,-1.030584465357692,-1.3312396922115086,-0.3006552268538165,0.125,-0.375,-0.5,0,3,True,False,True,False,0.5,14.833158493041992,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_42,random,random_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240529-134410,P07,-1.030584465357692,-1.3579111817664318,-0.32732671640873967,0.125,-0.25,-0.375,0,3,True,False,True,False,0.5,14.675424098968506,instrumentation_runtime_not_optimized_kernel_speed
ingredient_ingredient_weight_42,uniform,uniform_reuse_gap4_top50,ingredient,ingredient_ingredient_weight,P07-20240529-134410,P07,-1.030584465357692,-1.433160151186214,-0.4025756858285219,0.125,-0.25,-0.375,0,3,True,False,True,False,0.5,14.791141510009766,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_207,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-170520,P04,-0.9617477763849925,-1.1869070438908207,-0.22515926750582815,0.375,0.0,-0.375,1,2,True,False,True,False,0.5,16.214462280273438,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_207,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-170520,P04,-0.9617477763849925,-0.8382860575535366,0.12346171883145596,0.375,0.875,0.5,1,1,True,True,False,True,0.5,15.947675943374634,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_207,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-170520,P04,-0.9617477763849925,-1.2102891456756544,-0.24854136929066184,0.375,0.0,-0.375,1,1,True,True,False,True,0.5,16.0565025806427,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_282,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P07-20240530-102543,P07,-1.5617461271129445,-1.7412974835800124,-0.17955135646706788,-0.25,-0.5,-0.25,3,1,False,False,True,False,0.5,18.31999969482422,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_282,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P07-20240530-102543,P07,-1.5617461271129445,-1.9137242310465443,-0.35197810393359985,-0.25,-0.75,-0.5,3,1,False,False,True,False,0.5,17.698925018310547,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_282,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P07-20240530-102543,P07,-1.5617461271129445,-1.606437172913923,-0.0446910458009786,-0.25,-0.25,0.0,3,3,False,False,False,False,0.5,17.872990369796753,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_285,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-162242,P04,-1.386529093983389,-1.3192022580262892,0.06732683595709976,-0.125,0.0,0.125,0,1,False,True,True,True,0.5,16.041932344436646,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_285,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-162242,P04,-1.386529093983389,-1.34103136908712,0.04549772489626891,-0.125,0.0,0.125,0,3,False,False,True,False,0.5,15.958930730819702,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_285,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240414-162242,P04,-1.386529093983389,-1.3554560926543857,0.031073001329003258,-0.125,-0.25,-0.125,0,0,False,False,False,False,0.5,16.181912422180176,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_311,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240202-171220,P01,-0.9505591863123156,-1.1802881779830585,-0.2297289916707429,0.5,0.125,-0.375,2,2,True,True,False,True,0.5,16.28277587890625,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_311,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240202-171220,P01,-0.9505591863123156,-1.125410602963409,-0.17485141665109338,0.5,0.25,-0.25,2,2,True,True,False,True,0.5,15.681006908416748,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_311,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240202-171220,P01,-0.9505591863123156,-1.119241639015412,-0.16868245270309645,0.5,0.375,-0.125,2,2,True,True,False,True,0.5,15.786625623703003,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_316,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P06-20240510-090328,P06,-1.9278227931405896,-2.0109097911783276,-0.083086998037738,-0.75,-0.875,-0.125,0,0,False,False,False,False,0.5,16.75419545173645,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_316,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P06-20240510-090328,P06,-1.9278227931405896,-2.0179476939529177,-0.09012490081232816,-0.75,-0.875,-0.125,0,0,False,False,False,False,0.5,16.68198800086975,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_316,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P06-20240510-090328,P06,-1.9278227931405896,-2.024701404644245,-0.09687861150365551,-0.75,-1.125,-0.375,0,1,False,False,True,False,0.5,16.771880388259888,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_367,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P03-20240218-140054,P03,-0.9008438033978516,-0.832575217221561,0.06826858617629061,0.5,0.375,-0.125,4,4,True,True,False,True,0.5,15.79984188079834,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_367,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P03-20240218-140054,P03,-0.9008438033978516,-1.2125210735001328,-0.3116772701022812,0.5,0.25,-0.25,4,4,True,True,False,True,0.5,15.750488996505737,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_367,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P03-20240218-140054,P03,-0.9008438033978516,-0.8135850190701259,0.08725878432772571,0.5,0.375,-0.125,4,4,True,True,False,True,0.5,15.780911684036255,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_477,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P02-20240211-115653,P02,-3.60423752848098,-3.407775660561949,0.19646186791903064,-3.125,-2.875,0.25,4,4,False,False,False,False,0.5,16.2470223903656,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_477,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P02-20240211-115653,P02,-3.60423752848098,-3.6701354823801653,-0.06589795389918551,-3.125,-3.125,0.0,4,4,False,False,False,False,0.5,16.252066373825073,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_477,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P02-20240211-115653,P02,-3.60423752848098,-3.7629199537103135,-0.15868242522933373,-3.125,-3.25,-0.125,4,4,False,False,False,False,0.5,16.57410979270935,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_55,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240204-130448,P01,-1.9505176425547202,-1.8932658531156281,0.05725178943909204,-1.375,-1.125,0.25,4,4,False,False,False,False,0.5,16.012337923049927,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_55,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240204-130448,P01,-1.9505176425547202,-2.3035295430971,-0.35301190054237974,-1.375,-1.5,-0.125,4,4,False,False,False,False,0.5,16.35682439804077,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_55,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P01-20240204-130448,P01,-1.9505176425547202,-2.759068805987314,-0.8085511634325937,-1.375,-1.875,-0.5,4,4,False,False,False,False,0.5,16.24922823905945,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_87,adaptive,route_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240413-145245,P04,-1.4690994238609707,-1.5566042253698924,-0.0875048015089217,-0.25,-0.375,-0.125,0,3,False,False,True,False,0.5,16.419154167175293,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_87,random,random_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240413-145245,P04,-1.4690994238609707,-1.0109280874327191,0.4581713364282516,-0.25,0.625,0.875,0,4,False,True,True,True,0.5,16.652867317199707,instrumentation_runtime_not_optimized_kernel_speed
object_motion_object_movement_itinerary_87,uniform,uniform_reuse_gap4_top50,object_motion,object_motion_object_movement_itinerary,P04-20240413-145245,P04,-1.4690994238609707,-1.566953749703864,-0.09785432584289322,-0.25,-0.375,-0.125,0,3,False,False,True,False,0.5,16.529864072799683,instrumentation_runtime_not_optimized_kernel_speed
